"custid","mortgage","cre_card","deb_card","mob_bank","house","internet","perloan","savings","atm_user","odrftlim","points_user","age","conv_ac","cus_leng","Accept_Cashcard"
1224304,"NO","NO","NO","NO","SI","NO","NO","SI","NO","SI","SI",29,"SI","menor 3 años","SI"
18957150,"SI","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
203606,"NO","NO","SI","NO","SI","NO","NO","SI","SI","SI","SI",29,"SI"," 3 - 7 años","SI"
2920615,"SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
1779800,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","menor 3 años","SI"
10622417,"SI","NO","NO","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
6403830,"SI","SI","SI","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI","mas de 7 años","NO"
24644905,"SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
15143569,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","menor 3 años","NO"
978439,"NO","SI","NO","NO","SI","SI","SI","NO","NO","NO","NO",29,"SI"," 3 - 7 años","NO"
1867717,"SI","SI","SI","SI","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
14038576,"SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
18450939,"NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","SI",29,"NO","menor 3 años","SI"
124786,"SI","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO",29,"SI","menor 3 años","SI"
12441725,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
1716049,"SI","SI","SI","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
13588404,"NO","NO","SI","NO","SI","NO","SI","SI","NO","NO","NO",29,"NO","menor 3 años","SI"
1030955,"SI","SI","SI","SI","SI","NO","SI","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
2713454,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
10257470,"SI","NO","NO","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
13938829,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
2332984,"NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","SI",29,"NO","menor 3 años","SI"
12294407,"NO","NO","SI","NO","SI","NO","SI","NO","NO","SI","NO",29,"NO","menor 3 años","SI"
39808300,"NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"NO"," 3 - 7 años","SI"
8865375,"SI","SI","SI","SI","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
5521288,"SI","SI","SI","SI","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
2463006,"NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
37353436,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
4297642,"SI","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI","mas de 7 años","NO"
10595357,"NO","NO","SI","SI","NO","NO","NO","NO","SI","NO","SI",29,"NO","menor 3 años","SI"
13743614,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
2470210,"SI","SI","SI","NO","NO","NO","NO","SI","NO","SI","NO",29,"SI"," 3 - 7 años","NO"
2154669,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
13327678,"SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
2652711,"SI","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
2565456,"SI","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI","mas de 7 años","SI"
2645381,"SI","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI",29,"SI","menor 3 años","SI"
2079480,"SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","SI",29,"SI"," 3 - 7 años","SI"
2453492,"SI","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
20259695,"SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
82435,"NO","SI","SI","NO","SI","NO","NO","SI","NO","SI","NO",29,"NO"," 3 - 7 años","NO"
8602098,"SI","NO","SI","SI","SI","NO","NO","SI","SI","NO","NO",29,"SI"," 3 - 7 años","NO"
14303004,"SI","SI","NO","NO","SI","SI","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
660268,"SI","SI","SI","SI","SI","NO","NO","NO","SI","NO","SI",29,"SI","menor 3 años","SI"
342976,"SI","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
1851797,"SI","SI","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","NO"
958948,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
17448082,"NO","SI","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"NO"," 3 - 7 años","SI"
27215555,"NO","SI","NO","NO","SI","NO","SI","NO","SI","SI","NO",29,"NO","mas de 7 años","NO"
2762377,"SI","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
1572669,"NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
11490952,"NO","NO","SI","NO","SI","NO","NO","NO","SI","NO","NO",29,"SI","menor 3 años","NO"
3454958,"SI","SI","NO","NO","SI","NO","SI","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
10138871,"SI","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI","menor 3 años","SI"
15403804,"NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
564950,"NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
13975688,"SI","NO","NO","SI","SI","NO","NO","NO","NO","SI","NO",29,"SI","menor 3 años","SI"
15130490,"SI","SI","SI","NO","NO","NO","NO","NO","SI","NO","SI",29,"SI"," 3 - 7 años","SI"
25010376,"SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI","menor 3 años","SI"
20857364,"SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
24827546,"SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
175890,"NO","NO","NO","SI","SI","NO","NO","NO","NO","SI","NO",29,"NO","menor 3 años","SI"
1391385,"NO","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
12220905,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
4883003,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
28991101,"SI","SI","SI","SI","NO","NO","NO","NO","NO","SI","NO",29,"SI","menor 3 años","SI"
10927711,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
23817912,"SI","NO","SI","SI","NO","NO","NO","NO","SI","SI","NO",29,"SI","menor 3 años","NO"
1899957,"NO","SI","NO","NO","SI","SI","NO","SI","NO","NO","NO",29,"NO"," 3 - 7 años","SI"
18024289,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
12273301,"NO","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"NO"," 3 - 7 años","SI"
13202186,"SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","NO"
9422949,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","menor 3 años","NO"
10122653,"NO","NO","SI","NO","SI","NO","NO","NO","SI","SI","SI",29,"SI","menor 3 años","SI"
11010034,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
9052869,"SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI","menor 3 años","SI"
1537884,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
4382475,"SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
16968929,"SI","NO","SI","SI","NO","NO","NO","NO","SI","NO","NO",29,"SI","menor 3 años","SI"
2357395,"NO","NO","SI","NO","SI","NO","NO","SI","SI","SI","NO",29,"NO"," 3 - 7 años","NO"
16952067,"SI","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
15396812,"NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
39176574,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
21704357,"SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI","menor 3 años","SI"
301398,"SI","SI","NO","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
13938915,"SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
27448372,"SI","NO","SI","NO","SI","NO","SI","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
41799017,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
14189050,"NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
6106698,"SI","SI","NO","SI","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
2407717,"SI","SI","SI","SI","SI","NO","NO","SI","SI","NO","SI",29,"SI"," 3 - 7 años","NO"
39242935,"SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
8717999,"SI","NO","SI","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
2520330,"SI","SI","SI","NO","NO","NO","NO","SI","SI","NO","SI",29,"SI"," 3 - 7 años","SI"
4734846,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
32317658,"SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
9344687,"SI","NO","SI","SI","SI","NO","NO","NO","SI","NO","NO",29,"SI","mas de 7 años","NO"
29424795,"NO","NO","SI","NO","SI","NO","NO","NO","NO","SI","SI",29,"SI","menor 3 años","SI"
27642666,"SI","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
22990847,"NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"NO","menor 3 años","SI"
15954094,"SI","NO","SI","NO","SI","NO","SI","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
9750067,"SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
2211267,"SI","NO","NO","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
2422472,"SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
15396769,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"NO"," 3 - 7 años","SI"
52146,"NO","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"NO","mas de 7 años","NO"
12252645,"SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
42630817,"SI","SI","SI","NO","SI","NO","NO","NO","SI","NO","NO",29,"SI","mas de 7 años","NO"
26891395,"SI","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
14628246,"SI","SI","NO","NO","SI","SI","SI","NO","SI","NO","NO",29,"SI","mas de 7 años","NO"
3493788,"SI","NO","NO","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
21284391,"NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
18151013,"NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","SI",29,"NO","menor 3 años","SI"
691391,"NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
448808,"NO","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"NO"," 3 - 7 años","NO"
3045995,"SI","NO","NO","NO","SI","NO","NO","SI","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
2376637,"NO","NO","SI","NO","SI","NO","NO","SI","NO","SI","NO",29,"NO","menor 3 años","SI"
13854117,"SI","NO","SI","SI","NO","NO","NO","NO","SI","SI","SI",29,"SI","menor 3 años","SI"
35807041,"SI","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO",29,"SI","menor 3 años","SI"
4583877,"SI","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
1146179,"SI","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
1589060,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
58858401,"SI","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
4705587,"NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"NO"," 3 - 7 años","SI"
21706126,"NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
15863336,"NO","SI","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
11436738,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
11578007,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
26409573,"SI","SI","SI","NO","SI","NO","SI","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
2808621,"SI","SI","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","NO"
20955787,"SI","SI","SI","NO","SI","NO","SI","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
19224331,"SI","SI","SI","SI","NO","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
4853562,"SI","NO","SI","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
4097290,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
16365840,"SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","SI",29,"SI"," 3 - 7 años","SI"
475065,"NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
708493,"NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO",29,"NO","menor 3 años","SI"
2987142,"SI","SI","NO","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
3018631,"SI","SI","SI","NO","SI","NO","NO","NO","NO","NO","SI",29,"SI"," 3 - 7 años","SI"
18401558,"NO","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
4354001,"SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
1135380,"SI","SI","SI","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI","mas de 7 años","NO"
2818475,"SI","NO","NO","SI","SI","NO","SI","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
1927737,"SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
1968149,"NO","SI","SI","NO","SI","NO","NO","SI","NO","NO","NO",29,"NO"," 3 - 7 años","SI"
18695394,"SI","SI","SI","SI","SI","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
25906151,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
27119004,"SI","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
35481311,"NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
5415461,"SI","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
54464955,"SI","SI","SI","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
12732671,"SI","SI","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI","mas de 7 años","NO"
12570300,"SI","SI","SI","NO","SI","NO","NO","NO","SI","NO","NO",29,"SI","mas de 7 años","NO"
23114888,"NO","SI","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
5069336,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
4698870,"NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI",29,"SI"," 3 - 7 años","SI"
1642935,"SI","SI","SI","NO","SI","NO","NO","NO","NO","SI","SI",29,"SI"," 3 - 7 años","SI"
27545191,"SI","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
3032347,"SI","SI","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
12618068,"SI","SI","NO","NO","SI","NO","SI","NO","SI","SI","SI",29,"SI"," 3 - 7 años","NO"
17003075,"SI","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI","menor 3 años","SI"
51143709,"SI","NO","SI","SI","SI","NO","NO","NO","NO","SI","SI",29,"SI"," 3 - 7 años","SI"
20907976,"NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
330980,"SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
1058703,"SI","SI","NO","NO","SI","NO","SI","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
15376149,"SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI",29,"SI","menor 3 años","SI"
869662,"SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
8494053,"NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
2867543,"SI","SI","SI","SI","SI","NO","SI","SI","SI","SI","SI",29,"SI","menor 3 años","NO"
17098332,"SI","SI","SI","NO","SI","NO","NO","NO","NO","SI","SI",29,"SI"," 3 - 7 años","SI"
2640886,"SI","SI","NO","SI","SI","NO","NO","SI","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
17677746,"SI","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","NO"
518737,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI",29,"NO"," 3 - 7 años","SI"
978553,"SI","SI","SI","NO","NO","NO","SI","NO","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
35070935,"SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
1086984,"SI","SI","SI","NO","SI","NO","NO","NO","NO","NO","SI",29,"SI"," 3 - 7 años","SI"
5202099,"SI","NO","SI","NO","NO","NO","SI","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
1902390,"NO","NO","SI","NO","SI","NO","NO","SI","NO","SI","NO",29,"NO"," 3 - 7 años","SI"
12721694,"SI","NO","SI","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
2950723,"SI","SI","NO","NO","SI","NO","SI","SI","SI","SI","NO",29,"SI","mas de 7 años","NO"
12158882,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
42836,"SI","SI","NO","NO","SI","SI","NO","NO","SI","NO","NO",29,"SI","mas de 7 años","SI"
10188936,"NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
16029334,"SI","NO","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
483888,"SI","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO",29,"SI","menor 3 años","NO"
5452320,"NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
1889772,"SI","SI","NO","NO","SI","NO","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
17189078,"SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
9174507,"SI","SI","SI","NO","NO","SI","SI","SI","SI","SI","NO",29,"SI","mas de 7 años","SI"
8501444,"SI","SI","SI","NO","SI","SI","NO","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
17840752,"NO","NO","SI","NO","SI","NO","NO","NO","SI","NO","NO",29,"NO"," 3 - 7 años","SI"
4316423,"SI","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
17696345,"SI","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
15088050,"SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
28038211,"NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
378372,"SI","NO","NO","NO","SI","SI","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
14497461,"NO","NO","SI","NO","SI","NO","NO","NO","SI","NO","NO",29,"SI"," 3 - 7 años","NO"
69833521,"SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
2463061,"SI","SI","NO","NO","SI","SI","NO","SI","SI","SI","NO",29,"SI","mas de 7 años","NO"
27638977,"SI","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO",29,"SI"," 3 - 7 años","SI"
30551752,"NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
2330625,"SI","SI","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
35117463,"NO","NO","SI","SI","NO","NO","NO","NO","SI","NO","SI",29,"SI"," 3 - 7 años","SI"
25546939,"SI","NO","SI","SI","SI","NO","NO","NO","SI","NO","NO",29,"SI","mas de 7 años","SI"
12909238,"SI","NO","SI","NO","SI","NO","NO","NO","NO","SI","SI",29,"SI"," 3 - 7 años","SI"
2504672,"NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","SI",29,"NO"," 3 - 7 años","SI"
27641404,"SI","SI","NO","NO","SI","NO","SI","NO","SI","NO","NO",29,"SI"," 3 - 7 años","NO"
9144165,"SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
10121357,"SI","SI","SI","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
4092794,"NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO",29,"NO","menor 3 años","SI"
13469836,"SI","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
2174755,"SI","SI","NO","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
6473962,"SI","NO","SI","NO","NO","NO","NO","SI","SI","NO","NO",29,"SI","menor 3 años","NO"
22930369,"SI","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
15032260,"NO","SI","SI","NO","SI","NO","NO","NO","SI","NO","SI",29,"SI"," 3 - 7 años","NO"
21260210,"SI","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO",29,"SI","mas de 7 años","NO"
9096912,"NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI",29,"NO"," 3 - 7 años","NO"
76286,"NO","NO","SI","SI","SI","NO","NO","SI","SI","NO","NO",29,"NO"," 3 - 7 años","SI"
26239145,"SI","SI","NO","NO","SI","SI","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
35588713,"SI","SI","SI","NO","SI","NO","SI","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
2785552,"SI","SI","SI","NO","SI","NO","NO","SI","SI","NO","NO",29,"SI"," 3 - 7 años","NO"
10516925,"NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
2315020,"NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","SI",29,"NO","menor 3 años","SI"
32240182,"SI","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
3919327,"SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI","mas de 7 años","NO"
23883455,"NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"NO","menor 3 años","SI"
334087,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
12241007,"NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","SI",29,"NO","menor 3 años","SI"
2803891,"SI","NO","NO","NO","SI","NO","NO","SI","SI","NO","NO",29,"SI"," 3 - 7 años","NO"
33471647,"NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
294942,"SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
16238567,"NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI",29,"SI","menor 3 años","SI"
6163342,"SI","SI","SI","NO","SI","SI","NO","SI","SI","SI","NO",29,"SI","menor 3 años","NO"
28191938,"SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
1057316,"SI","SI","NO","NO","SI","NO","NO","NO","SI","SI","NO",29,"SI"," 3 - 7 años","SI"
2715720,"SI","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO",29,"SI","menor 3 años","SI"
10103815,"NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","SI",29,"SI"," 3 - 7 años","SI"
816310,"SI","SI","NO","NO","SI","SI","SI","SI","SI","SI","NO",29,"SI"," 3 - 7 años","NO"
9709324,"SI","SI","SI","NO","SI","SI","NO","NO","SI","NO","NO",29,"SI","mas de 7 años","NO"
2290240,"SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI",29,"SI"," 3 - 7 años","NO"
47573652,"NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
44805163,"SI","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO",29,"SI"," 3 - 7 años","SI"
2532187,"SI","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO",29,"SI"," 3 - 7 años","SI"
11510788,"SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","SI",29,"SI"," 3 - 7 años","NO"
22427729,"SI","NO","SI","NO","SI","NO","NO","NO","SI","NO","NO",29,"SI"," 3 - 7 años","NO"
